Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	tree_length
0	-2610.222	-2823.568	213.3459	0.192681	0.408031	0.591968	0.807319	1.731278	0.00548281	0.0421162	0.00114525	0.0066882	0.0141675	0.0072166	0.0125923	0.0194274	0.0141747	0.00199306	0.0181681	0.00189391	0.0028163	0.00416069	0.00371529	0.0131207	0.003949	0.00277799	0.0023362	0.00219888	0.0124778	0.00015472	0.000636807	0.00196314	0.00164115	0.000203294	0.00452058	0.000784499	0.00321287	0.00169289	0.00218625	0.00148824	0.018698	0.0017952	7.85606e-06	0.00324523	0.00224757	6.56958e-05	0.00176064	0.00134987	0.00192565	0.0109483	0.00634561	0.0010365	0.000822924	0.00970334	1.15603e-05	0.0136828	0.000551999	0.00019214	0.00529568	0.00766422	0.00352306	0.00854736	0.00336339	0.00258367	0.00781206	0.00184673	0.000861353	0.0357777	0.0104216	0.0170947	0.00721079	0.00802035	0.0266956	0.0898188	0.000817674	0.00434454	0.000150067	0.000334845	0.000617088	0.00824687	0.00208382	0.0740185	0.0039533	0.00741506	4.77426e-05	0.00082243	0.00633087	0.000401246	0.00900969	0.00700473	0.00485655	0.0043096	0.0136276	0.00454404	0.00639963	0.00127518	0.0107171	0.0259909	0.00417972	0.010459	0.00551797	0.00047133	0.00501589	0.0452343	0.000621808	0.00265408	0.0128071	0.000572865	0.00280462	0.000836639	0.0246067	0.000582946	0.00201736	0.0140558	0.00272967	0.000927215	0.0156234	0.0030375	0.00109293	0.00638922	0.0379718	0.00381103	0.0101482	0.304656	0.0460028	0.328931	0.32041	0.057624	0.248624	0.64777	1.54376	4.02214	17.3539	2.063506	0.00587327	0.0451155	0.00122681	0.0071645	0.0151764	0.00773052	0.0134891	0.020811	0.0151841	0.002135	0.0194619	0.00202879	0.00301686	0.00445699	0.00397987	0.014055	0.00423023	0.00297583	0.00250258	0.00235547	0.0133665	0.000165739	0.000682157	0.00210295	0.00175803	0.000217771	0.00484251	0.000840367	0.00344167	0.00181345	0.00234195	0.00159422	0.0200296	0.00192305	8.41553e-06	0.00347634	0.00240763	7.03743e-05	0.00188602	0.001446	0.00206278	0.011728	0.00679751	0.00111031	0.000881529	0.0103944	1.23836e-05	0.0146572	0.00059131	0.000205824	0.00567281	0.00821003	0.00377396	0.00915606	0.00360292	0.00276767	0.0083684	0.00197825	0.000922694	0.0383256	0.0111637	0.0183121	0.0077243	0.00859152	0.0285967	0.0962153	0.000875905	0.00465393	0.000160754	0.000358691	0.000661033	0.00883417	0.00223222	0.0792897	0.00423483	0.00794312	5.11426e-05	0.000880999	0.00678172	0.00042982	0.00965131	0.00750357	0.00520241	0.00461651	0.0145981	0.00486764	0.00685538	0.00136599	0.0114803	0.0278419	0.00447738	0.0112039	0.00591094	0.000504896	0.0053731	0.0484556	0.000666089	0.00284309	0.0137192	0.000613662	0.00300435	0.00089622	0.0263591	0.000624461	0.00216103	0.0150567	0.00292406	0.000993247	0.0167361	0.00325381	0.00117076	0.00684422	0.040676	0.00408243	0.010871	0.9335195
36	-2612.038	-2825.761	213.7228	0.0513061	0.315305	0.684695	0.948694	0.5083302	0.00627953	0.0598257	0.0168994	0.00820101	0.0305907	0.0178826	0.0569306	0.0285433	0.0316564	0.011764	0.0343235	6.03688e-05	0.00910953	0.00506107	0.0122957	0.00776613	0.00527412	0.0047309	0.00877133	0.0132795	0.0094994	3.35346e-05	0.00240806	0.00251861	0.00166	0.00626132	0.00414668	0.00483152	0.00441752	0.00868132	0.00528711	0.014547	0.0182525	0.00116062	0.00133297	0.011314	0.0183601	0.010206	0.000812912	0.000382604	0.00128468	0.0173953	0.0219192	0.00213558	0.00339071	0.0305007	0.0036986	0.0214252	0.00095248	0.00299221	0.00440812	0.0174399	0.00682398	0.0446391	0.00738253	0.0102356	0.0098621	0.0143976	0.0135116	0.0207683	0.0155776	0.0109843	0.0365834	0.012856	0.000191698	0.0111618	0.034813	0.0813752	0.00702853	0.0151145	0.0191278	0.004278	0.0284763	0.0102437	0.135866	0.00266842	0.00944179	0.00799338	0.000696498	0.0168731	0.0934137	0.073789	0.0140702	0.00331205	0.0115006	0.00241305	0.00602786	0.0324551	0.000109834	0.00688979	0.00848271	0.013108	0.0038296	0.00274332	0.00622847	0.0212376	0.00886156	0.00289166	0.0206462	0.00119607	0.157616	0.00278105	0.00102329	0.0244567	0.03419	0.0576652	0.0050045	0.0401061	0.00385688	0.00559789	0.0360277	0.0174467	0.00156691	0.00427817	0.0102067	0.105624	0.60519	0.285582	0.00360321	0.115031	0.348302	0.719613	1.38964	2.87107	8.69333	1.563677	0.00322539	0.0307286	0.00868014	0.00421233	0.0157125	0.00918516	0.0292416	0.0146609	0.0162599	0.00604242	0.0176298	3.10076e-05	0.00467898	0.00259955	0.00631552	0.00398896	0.00270898	0.00242996	0.00450527	0.00682084	0.00487923	1.72246e-05	0.00123687	0.00129365	0.000852635	0.00321604	0.00212989	0.00248164	0.002269	0.00445904	0.00271565	0.00747184	0.00937512	0.000596134	0.000684659	0.00581128	0.0094304	0.00524216	0.000417541	0.000196519	0.00065986	0.00893484	0.0112585	0.00109691	0.00174159	0.0156663	0.00189973	0.0110048	0.000489228	0.00153691	0.00226417	0.00895774	0.00350504	0.0229282	0.00379193	0.00525736	0.00506553	0.00739513	0.00694007	0.0106674	0.00800121	0.00564194	0.0187906	0.00660331	9.84628e-05	0.00573311	0.0178812	0.0417972	0.00361011	0.00776335	0.00982474	0.00219733	0.0146264	0.00526151	0.0697857	0.0013706	0.00484964	0.00410569	0.000357746	0.00866665	0.0479807	0.0379007	0.00722694	0.00170119	0.00590711	0.00123943	0.00309613	0.0166701	5.64146e-05	0.00353884	0.00435703	0.00673276	0.00196702	0.00140907	0.00319916	0.0109084	0.00455161	0.00148526	0.0106047	0.000614346	0.0809574	0.00142845	0.0005256	0.0125618	0.0175612	0.0296189	0.00257049	0.0206	0.00198103	0.00287528	0.0185051	0.00896123	0.00080482	0.00219742	0.00524255	1.946904
72	-2600.83	-2812.204	211.3739	0.156564	0.391812	0.608189	0.843435	1.291346	0.0278617	0.084444	0.0266283	0.0452575	0.0154529	0.0286906	0.0785081	0.111586	0.0626842	0.0117408	0.0169599	0.00274779	0.0225596	0.0101033	0.0433971	0.0766961	0.00794914	0.00253631	0.0168105	0.0127245	0.0311548	0.00187266	0.00234531	0.000142844	0.00292568	0.00686397	0.0181022	0.000262791	0.0120982	0.00636896	0.0176684	0.0212374	0.0307657	0.000248325	0.00525501	4.80992e-05	0.0117528	0.00503245	0.000891024	0.0168435	0.00465265	0.00765228	0.0204428	0.00371889	0.00343473	0.0261778	0.00487677	0.0328385	0.00408576	0.00634136	0.0141669	0.0194708	0.0245825	0.0115236	0.00311321	0.007191	0.0442166	0.0145746	0.0203581	0.0525942	0.0409406	0.024527	0.014668	0.0254473	0.0621379	0.124995	0.00177099	0.0200296	0.0048402	0.016144	0.00607677	0.0125812	0.00651864	0.264409	0.00582027	0.0415833	0.00243825	0.0248297	0.000248422	0.010265	0.025427	0.0203799	0.00749346	0.0444989	0.0461918	0.00800121	0.00254557	0.0153079	0.0322579	0.0686212	0.0085694	0.0493126	0.0075982	0.00436768	0.00669791	0.140312	0.0275909	0.045383	0.0456412	0.0107603	0.0160341	0.000274721	0.12942	0.00197406	0.00310015	0.0134187	0.00131062	0.0122006	0.0630612	0.0321673	0.00322149	0.0213003	0.108741	0.00319852	0.044425	0.105682	0.335503	0.343151	0.215664	0.136225	0.378247	0.738369	1.35434	2.64378	7.34079	1.441399	0.00927392	0.0281076	0.00886338	0.0150642	0.00514356	0.00954981	0.0261318	0.0371418	0.0208648	0.00390798	0.00564521	0.000914615	0.00750907	0.00336295	0.014445	0.0255287	0.00264591	0.000844223	0.00559547	0.0042354	0.01037	0.000623325	0.000780649	4.75463e-05	0.000973827	0.00228471	0.00602542	8.74714e-05	0.00402695	0.00211994	0.00588103	0.00706897	0.0102405	8.26563e-05	0.00174916	1.60101e-05	0.00391198	0.00167508	0.000296582	0.00560646	0.00154866	0.0025471	0.00680448	0.00123785	0.00114327	0.00871344	0.00162326	0.0109305	0.00135997	0.00211075	0.00471554	0.00648096	0.00818241	0.00383568	0.00103625	0.00239356	0.0147177	0.00485124	0.00677631	0.0175063	0.0136273	0.00816393	0.00488233	0.00847025	0.0206829	0.0416053	0.000589482	0.00666696	0.00161109	0.00537362	0.00202269	0.00418771	0.00216976	0.08801	0.00193731	0.0138412	0.000811586	0.00826469	8.26885e-05	0.00341677	0.00846352	0.00678355	0.00249424	0.0148117	0.0153752	0.00266324	0.000847307	0.00509531	0.0107372	0.0228409	0.00285237	0.016414	0.0025291	0.00145381	0.00222943	0.0467037	0.00918377	0.015106	0.0151919	0.00358161	0.00533703	9.14424e-05	0.0430781	0.000657075	0.0010319	0.0044665	0.000436247	0.00406102	0.0209903	0.0107071	0.00107229	0.00708993	0.036195	0.00106464	0.0147871	3.004308
108	-2597.47	-2808.54	211.0699	0.268128	0.435686	0.564314	0.731872	3.369886	0.0170978	0.0568257	0.00344095	0.0306211	0.0245287	0.0185565	0.0644548	0.0756036	0.0512315	0.00340398	0.011032	0.000155224	0.0219935	0.00124955	0.0378565	0.0316827	0.00451122	0.00696671	0.00405398	0.00788586	0.0180323	0.0060317	0.00347076	0.00927545	0.00224782	0.00828061	0.00250514	0.000193319	0.00366353	0.00270331	0.00186889	0.0132017	0.0221087	9.11502e-05	0.00647025	0.00226417	0.00332565	0.00102518	0.00372699	0.00776255	0.00284762	0.0266692	0.019219	0.00232474	0.00215929	0.0220815	0.00177331	0.0216276	0.000875982	0.00403714	0.0119988	0.0242517	0.00754162	0.032704	0.00515064	0.00503054	0.0218189	0.015303	0.00979739	0.042065	0.0142562	0.00689098	0.00856998	0.0131153	0.0857922	0.100579	0.00281611	0.0166078	0.0112608	0.002385	0.0141149	0.0236773	0.00111456	0.19534	0.00525281	0.0109236	0.00398129	0.00980868	0.0107973	0.0034407	0.0138338	0.0180922	0.0252185	0.0403451	0.0265371	0.0115306	0.00390827	0.00775014	0.00885191	0.0448694	0.00911419	0.0517068	0.00373671	0.00145074	0.00986063	0.127701	0.0322519	0.0067212	0.0324824	0.0069136	0.0135851	0.000301318	0.0847838	0.00413783	0.00565493	0.00970876	0.0033475	0.00558713	0.0261268	0.00883282	0.0138179	0.0115977	0.0349337	0.0114856	0.0316602	0.548459	0.165014	0.161284	0.125243	0.104348	0.332133	0.709019	1.4104	3.01085	9.58335	1.634155	0.00791625	0.0263102	0.00159315	0.0141775	0.0113567	0.0085916	0.0298424	0.0350043	0.02372	0.00157603	0.00510778	7.18683e-05	0.0101829	0.000578536	0.0175274	0.014669	0.00208868	0.00322557	0.00187698	0.00365113	0.0083489	0.00279266	0.00160695	0.00429451	0.00104073	0.0038339	0.00115987	8.95063e-05	0.0016962	0.00125163	0.000865292	0.00611234	0.0102363	4.22023e-05	0.00299571	0.0010483	0.00153977	0.000474656	0.00172559	0.00359404	0.00131844	0.0123478	0.00889833	0.00107635	0.000999746	0.0102237	0.000821037	0.0100135	0.000405577	0.00186918	0.00555544	0.0112285	0.00349175	0.0151419	0.00238473	0.00232912	0.0101021	0.00708524	0.00453617	0.019476	0.00660056	0.0031905	0.00396788	0.00607236	0.0397215	0.0465677	0.00130385	0.00768938	0.00521373	0.00110425	0.00653516	0.0109625	0.000516041	0.0904421	0.00243204	0.0050576	0.00184333	0.00454139	0.00499912	0.00159304	0.00640503	0.00837662	0.0116761	0.0186797	0.0122866	0.00533865	0.00180952	0.00358829	0.00409841	0.0207744	0.00421984	0.0239401	0.00173009	0.00067169	0.00456544	0.0591252	0.0149325	0.0031119	0.0150393	0.00320098	0.00628988	0.000139509	0.0392547	0.0019158	0.00261822	0.00449513	0.00154989	0.00258683	0.0120966	0.00408957	0.00639764	0.00536969	0.0161742	0.0053178	0.0146586	2.15984
144	-2607.238	-2818.63	211.3924	0.202711	0.412117	0.587883	0.797288	1.881316	0.0085629	0.0530839	0.0181988	0.0353799	0.0342747	0.00948196	0.050481	0.0901875	0.030336	0.00579514	0.00744584	0.000287993	0.0361439	0.0138146	0.0279121	0.0358067	0.00556254	0.00311523	0.02529	0.0227999	0.00354521	0.0015881	0.00730388	0.00535314	0.000417912	0.00459591	0.00731243	0.000432651	0.00718531	0.0130027	0.00284505	0.020307	0.0216836	0.00123664	0.00337393	0.010217	0.00678288	0.00513476	0.00503951	0.0321846	0.00875164	0.0111978	0.0103848	0.00813803	0.00471787	0.0283297	0.0141126	0.0543088	0.00513433	0.00633969	0.0151703	0.0280923	0.0112935	0.0369713	0.0104422	0.00364854	0.019503	0.0161017	0.00662267	0.0504401	0.0183368	0.0380331	0.0059522	0.0305653	0.0481019	0.101863	0.00771877	0.0307346	0.00218136	0.0162114	0.0161829	0.0273853	0.00299886	0.293124	0.000149066	0.0798309	0.0103688	0.0270578	0.00260173	0.0227495	0.0259953	0.0123697	0.0476344	0.00514488	0.00274764	0.0250499	0.00370906	0.00894893	0.0137233	0.0567291	0.0265264	0.0388788	0.0134034	0.000565388	0.0018551	0.151605	0.0459401	0.0243744	0.0411228	0.0165465	0.00345895	0.000947443	0.152358	0.00279378	0.0106132	0.0153729	0.00175351	0.00395048	0.027235	0.0162926	0.0177216	0.00282713	0.0549821	0.0114624	0.00205684	0.291137	0.267729	0.103396	0.337738	0.136421	0.378512	0.738531	1.35404	2.64192	7.33023	1.440358	0.00318081	0.0197188	0.00676021	0.0131424	0.0127319	0.00352221	0.0187519	0.0335015	0.0112687	0.00215269	0.00276586	0.000106979	0.0134262	0.00513164	0.0103684	0.0133009	0.00206629	0.0011572	0.00939435	0.00846936	0.00131692	0.000589925	0.00271313	0.0019885	0.00015524	0.00170722	0.00271631	0.000160714	0.00266909	0.00483004	0.00105684	0.00754332	0.00805467	0.000459369	0.00125329	0.00379524	0.0025196	0.00190738	0.001872	0.0119554	0.00325093	0.00415958	0.0038576	0.00302299	0.00175252	0.0105235	0.00524233	0.0201738	0.00190722	0.00235497	0.00563525	0.0104353	0.00419513	0.0137335	0.0038789	0.00135531	0.00724469	0.0059812	0.00246009	0.0187367	0.00681148	0.014128	0.00221103	0.0113539	0.0178681	0.0378385	0.00286725	0.0114168	0.000810299	0.00602196	0.00601138	0.0101727	0.00111397	0.108885	5.53729e-05	0.0296544	0.00385165	0.010051	0.000966451	0.00845064	0.00965635	0.00459489	0.0176945	0.00191114	0.00102065	0.00930515	0.00137779	0.00332421	0.00509773	0.0210729	0.00985362	0.0144421	0.00497887	0.000210022	0.000689105	0.0563158	0.0170651	0.00905423	0.0152757	0.00614643	0.00128488	0.000351942	0.0565955	0.00103779	0.00394241	0.00571049	0.000651366	0.00146746	0.0101168	0.00605212	0.00658293	0.00105018	0.0204239	0.00425788	0.000764045	2.692046
180	-2599.643	-2809.67	210.0277	0.214638	0.416783	0.583217	0.785362	2.079999	0.0364366	0.0581278	0.0158015	0.0401005	0.0487088	0.0382592	0.0573708	0.113506	0.04006	0.0120966	0.0139527	0.00381925	0.0297581	0.0139238	0.0975297	0.0546782	0.00774792	0.00345848	0.0480301	0.010713	0.0148612	0.000304186	0.0228113	0.00564338	0.000866171	0.00310014	0.00559118	0.00766654	0.00410246	0.00595703	0.00599934	0.0090274	0.0318423	0.000605868	0.00206074	0.00237204	0.00299399	0.00548757	0.00731982	0.0225518	0.0105367	0.0174684	0.0072352	0.000851537	0.00194242	0.0341198	0.00287521	0.0826157	0.00140968	0.013885	0.0221558	0.0329544	0.0231521	0.0445125	0.0121008	0.00330031	0.0107463	0.01528	0.0172803	0.082479	0.0284896	0.0569767	0.00337782	0.02301	0.0793446	0.16257	0.0653263	0.0272526	0.00173462	0.00936039	0.00308151	0.0248716	0.0109857	0.334616	0.00168146	0.10091	0.0256009	0.0199192	0.017041	0.00638252	0.0327095	0.0147259	0.0156609	0.0104644	0.0188659	0.0389598	0.0051548	0.00174057	0.0128677	0.122475	0.00779255	0.0479479	0.000753102	0.00252024	0.0116223	0.118432	0.0483113	0.0975492	0.0495108	0.0136373	0.00397154	0.0138641	0.167261	0.0067274	0.0113268	0.0182774	0.00458403	0.00632389	0.0366717	0.0196448	0.00362097	0.00353032	0.130646	0.0173625	0.00252642	0.258777	0.0616434	0.232288	0.447291	0.151298	0.398109	0.750254	1.33288	2.51187	6.60948	1.365519	0.0105225	0.0167868	0.00456334	0.0115806	0.0140666	0.0110489	0.0165682	0.0327794	0.0115689	0.00349338	0.0040294	0.00110296	0.00859386	0.00402106	0.0281657	0.0157905	0.00223753	0.000998777	0.0138706	0.00309381	0.00429179	8.78459e-05	0.00658769	0.00162975	0.000250142	0.00089529	0.00161468	0.00221402	0.00118475	0.00172033	0.00173255	0.00260703	0.00919576	0.000174969	0.000595121	0.000685021	0.000864635	0.00158476	0.0021139	0.00651274	0.00304291	0.0050447	0.00208946	0.000245916	0.000560954	0.00985349	0.000830333	0.0238586	0.000407102	0.00400986	0.00639839	0.00951692	0.00668609	0.0128548	0.00349459	0.000953097	0.00310342	0.00441271	0.00499039	0.0238191	0.00822754	0.0164543	0.000975482	0.00664506	0.022914	0.0469487	0.0188656	0.00787028	0.000500941	0.00270319	0.000889911	0.00718267	0.00317256	0.096634	0.00048559	0.0291418	0.0073933	0.00575246	0.00492129	0.00184321	0.00944618	0.00425271	0.00452273	0.00302201	0.00544829	0.0112512	0.00148866	0.000502661	0.00371607	0.0353697	0.00225041	0.0138469	0.000217489	0.000727821	0.00335642	0.0342022	0.0139518	0.0281713	0.0142982	0.00393832	0.00114694	0.00400382	0.0483035	0.00194281	0.00327107	0.00527833	0.00132382	0.00182628	0.0105904	0.00567324	0.0010457	0.00101952	0.0377292	0.00501412	0.000729605	3.462718
216	-2600.153	-2813.535	213.3819	0.189518	0.406709	0.593291	0.810483	1.686831	0.0114574	0.0356473	0.00518109	0.0224054	0.0104397	0.0196392	0.0193615	0.0449904	0.0137372	0.00399953	0.0157104	0.000439046	0.00687328	0.00394906	0.0247748	0.0136829	0.000988664	0.00288892	0.00587329	0.00443773	0.00394676	0.00115526	0.00136181	0.00235855	0.00152552	0.00148006	7.28245e-05	0.00139485	0.00224145	0.00241832	0.00106958	0.0100658	0.0161292	0.000224791	0.00105371	0.00495184	0.00748583	0.000345204	0.00122608	0.00523677	0.00176571	0.00719193	0.00469258	0.00366622	0.00169769	0.00617333	0.00515718	0.00976836	0.000376225	0.0035517	0.00489259	0.00980183	0.00458757	0.0130538	0.00204875	0.00203333	0.0128547	0.00816081	0.00299014	0.0388396	0.00518831	0.0165838	0.000463415	0.00576371	0.0268249	0.0580077	0.00535054	0.00534206	0.000507024	0.00575838	0.000458705	0.0190429	0.00163588	0.110635	0.00480266	0.0109577	0.00558525	0.00458512	0.00354909	0.001754	0.0132141	0.00239004	0.00971586	0.00646334	0.0159113	0.0199869	0.00198268	0.00113509	0.00785705	0.0383685	0.00276057	0.0189799	0.000680798	0.00367361	0.00425823	0.0350377	0.0196692	0.0231984	0.0112963	0.00176502	0.00545663	0.000588775	0.0316257	0.011527	0.00611078	0.00479598	0.00160913	9.11354e-05	0.00667884	0.0031955	0.000811649	0.00667268	0.0406929	0.0106959	0.00115816	0.365112	0.0589126	0.17917	0.396806	0.0771758	0.286696	0.677213	1.47664	3.48801	12.9574	1.852263	0.0100647	0.0313142	0.0045513	0.0196819	0.00917073	0.0172519	0.017008	0.0395216	0.0120674	0.00351336	0.0138007	0.000385677	0.00603779	0.00346903	0.0217633	0.0120196	0.000868486	0.00253776	0.00515935	0.00389829	0.00346701	0.00101483	0.00119627	0.00207186	0.00134008	0.00130015	6.39722e-05	0.0012253	0.00196899	0.00212435	0.000939569	0.00884225	0.0141686	0.000197467	0.000925623	0.00434991	0.00657588	0.000303242	0.00107704	0.0046002	0.00155108	0.00631771	0.00412217	0.00322057	0.00149133	0.00542292	0.00453029	0.00858095	0.000330492	0.00311997	0.00429787	0.00861036	0.00402993	0.011467	0.00179971	0.00178617	0.0112921	0.00716881	0.00262667	0.0341184	0.00455764	0.0145679	0.000407084	0.0050631	0.0235641	0.0509565	0.00470015	0.0046927	0.000445392	0.00505841	0.000402946	0.0167281	0.00143703	0.0971868	0.00421887	0.0096257	0.00490633	0.00402777	0.00311767	0.00154079	0.0116078	0.00209951	0.00853484	0.00567768	0.0139772	0.0175574	0.00174167	0.000997114	0.00690198	0.0337046	0.00242501	0.0166728	0.000598042	0.00322706	0.00374061	0.0307787	0.0172783	0.0203785	0.00992316	0.00155047	0.00479334	0.000517206	0.0277814	0.0101258	0.00536798	0.004213	0.00141353	8.00573e-05	0.00586698	0.00280707	0.000712988	0.00586157	0.0357464	0.00939577	0.00101737	1.138377
