Iteration	Posterior	Likelihood	Prior	beta_scale	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_log_sd	tree_length
0	-2593.683	-2807.342	213.6593	1.338977	0.0985991	0.571281	0.0829372	0.247183	2.281388	0.6686029
6	-2601.513	-2815.878	214.3647	0.6762637	0.115169	0.464007	0.29352	0.127304	2.234479	0.6686029
12	-2603.484	-2817.92	214.4364	0.5436727	0.0384287	0.416789	0.437717	0.107065	2.328244	0.6077014
18	-2612.872	-2826.44	213.5678	1.467933	0.00907377	0.320371	0.645275	0.0252801	2.263966	0.65742
24	-2623.724	-2836.804	213.0793	2.223218	0.0781742	0.731326	0.140169	0.0503302	2.167667	0.6394412
30	-2611.935	-2824.075	212.1393	3.585846	0.395177	0.387236	0.171001	0.0465858	2.24836	0.6841508
36	-2605.749	-2818.174	212.4253	3.172573	0.570596	0.0712028	0.317823	0.0403783	2.192629	0.6841508
42	-2599.207	-2811.574	212.3668	3.188503	0.282816	0.550078	0.148269	0.0188371	2.241953	0.6841508
48	-2593.909	-2807.544	213.6351	1.373894	0.385697	0.13989	0.353167	0.121247	2.26603	0.6841508
54	-2592.834	-2806.484	213.6494	1.373894	0.167598	0.389723	0.230303	0.212376	2.26603	0.6560318
60	-2591.714	-2806.126	214.4121	0.5927291	0.188123	0.321095	0.477268	0.0135137	2.244923	0.7226622
66	-2593.218	-2806.681	213.4626	1.606482	0.429811	0.174307	0.339955	0.0559267	2.261174	0.6346591
72	-2603.112	-2816.531	213.4187	1.606482	0.243268	0.221269	0.192411	0.343053	2.261174	0.7190722
78	-2596.427	-2808.717	212.2904	3.314439	0.266254	0.286327	0.214279	0.23314	2.129263	0.8531689
84	-2607.863	-2820.881	213.0177	2.128171	0.363247	0.252304	0.0966079	0.28784	2.108594	0.9108234
90	-2617.081	-2827.542	210.4611	3.026251	0.427089	0.325516	0.0393754	0.20802	1.379457	2.824816
96	-2621.508	-2832.586	211.0777	1.206237	0.233227	0.380804	0.252898	0.133071	1.405381	3.249134
102	-2604.176	-2818.007	213.8308	1.079509	0.0972493	0.627946	0.15972	0.115085	2.036975	1.055328
108	-2603.139	-2817.429	214.2901	0.4045506	0.0705711	0.610704	0.220903	0.0978219	1.763554	1.472409
114	-2600.954	-2813.451	212.4977	2.263897	0.149243	0.698937	0.0775283	0.0742911	1.812207	1.529772
120	-2612.868	-2826.363	213.4954	1.34285	0.183983	0.580543	0.0643956	0.171079	1.936093	1.223695
126	-2604.439	-2818.263	213.8235	0.8973305	0.27794	0.633832	0.0388667	0.0493606	1.868188	1.362433
132	-2610.435	-2823.719	213.2842	1.682225	0.307054	0.131703	0.450006	0.111237	1.939503	1.151012
138	-2603.817	-2817.819	214.0021	1.026841	0.168608	0.41226	0.182001	0.23713	1.939503	1.034296
144	-2609.752	-2820.448	210.6956	2.246939	0.404325	0.027079	0.27241	0.296186	1.348229	3.006605
150	-2600.842	-2810.211	209.3686	5.944463	0.626983	0.0196906	0.121249	0.232078	1.489642	2.579567
156	-2601.83	-2812.434	210.6033	2.628146	0.490842	0.028707	0.179477	0.300975	1.439169	2.852135
162	-2617.177	-2829.076	211.8995	1.870134	0.213903	0.0910217	0.428213	0.266862	1.351161	2.437876
168	-2618.037	-2829.051	211.0143	2.34113	0.479109	0.15551	0.241103	0.124279	1.463735	2.703501
174	-2594.637	-2805.026	210.3891	2.701724	0.384255	0.183828	0.285007	0.14691	1.432076	2.957282
180	-2595.71	-2806.556	210.8456	2.089287	0.398482	0.10811	0.430928	0.0624793	1.393808	2.957282
186	-2601.202	-2811.567	210.3655	1.657214	0.334681	0.237417	0.31621	0.111691	1.43553	3.416671
192	-2608.577	-2821.338	212.7609	2.530139	0.634751	0.0314203	0.146494	0.187334	1.846722	1.145507
198	-2612.202	-2825.261	213.0589	2.189135	0.522553	0.157755	0.216637	0.103055	1.783249	1.145507
204	-2593.927	-2805.12	211.1927	3.091909	0.412785	0.208002	0.301998	0.0772154	1.612315	2.197617
210	-2610.811	-2825.13	214.3186	0.6518263	0.29938	0.281682	0.286577	0.132361	2.004704	1.040734
216	-2598.061	-2811.778	213.717	1.372581	0.339546	0.319474	0.190859	0.15012	2.045662	0.8796479
222	-2598.568	-2810.168	211.6	2.508184	0.193619	0.301167	0.357753	0.147461	1.638878	2.152559
228	-2591.366	-2803.517	212.1509	1.842042	0.210043	0.401067	0.228697	0.160193	1.533412	2.174921
234	-2599.856	-2812.319	212.4631	1.623574	0.335895	0.210239	0.433082	0.0207842	1.488054	2.115923
240	-2598.604	-2810.684	212.08	0.737916	0.321877	0.209706	0.239404	0.229012	1.382488	2.945796
246	-2601.878	-2812.262	210.3841	0.737916	0.125502	0.256853	0.329221	0.288423	1.30351	3.984194
252	-2599.517	-2811.279	211.7618	0.3017738	0.0265321	0.619602	0.302361	0.0515052	1.453991	3.335015
258	-2596.369	-2807.841	211.4723	0.5117542	0.0523868	0.561899	0.235989	0.149726	1.375624	3.450613
264	-2603.182	-2815.36	212.1773	1.496215	0.0989415	0.277908	0.505711	0.11744	1.449093	2.394009
270	-2600.001	-2811.711	211.7098	0.5472157	0.195776	0.307383	0.371301	0.12554	1.432841	3.256221
276	-2600.87	-2813.277	212.4065	1.355345	0.152035	0.693138	0.08239	0.0724376	1.410256	2.352137
282	-2612.488	-2822.171	209.6824	2.637831	0.250992	0.588345	0.0509662	0.109697	1.247518	3.508941
288	-2603.373	-2816.031	212.6576	0.9924866	0.0889261	0.719423	0.0585243	0.133127	1.361479	2.442325
294	-2599.788	-2811.775	211.9866	2.155328	0.311714	0.0804148	0.195771	0.412101	1.663764	2.042836
300	-2599.46	-2812.268	212.8085	1.694486	0.434619	0.16891	0.27296	0.123511	1.761537	1.654199
306	-2603.695	-2816.85	213.1551	1.500197	0.276568	0.555481	0.152791	0.0151602	1.825223	1.472249
312	-2606.766	-2818.275	211.5096	2.814366	0.300964	0.537892	0.144646	0.0164975	1.825223	1.959194
318	-2602.306	-2814.504	212.1974	1.438658	0.467594	0.112089	0.3346	0.0857163	1.826621	2.171495
324	-2605.777	-2817.35	211.5728	2.077774	0.288669	0.260651	0.251355	0.199324	1.523057	2.436465
330	-2605.99	-2819.518	213.5282	1.143278	0.215271	0.263726	0.320751	0.200252	1.664058	1.556504
336	-2606.486	-2819.247	212.7612	1.890085	0.433971	0.275865	0.113623	0.17654	1.649184	1.657299
342	-2613.231	-2823.667	210.4364	3.185092	0.35789	0.302447	0.0889859	0.250678	1.490587	2.715213
348	-2603.255	-2815.454	212.1992	1.649262	0.153882	0.420939	0.280645	0.144533	1.469732	2.284801
354	-2593.437	-2805.957	212.5205	0.854657	0.252266	0.193391	0.460074	0.0942681	1.425454	2.575781
360	-2601.636	-2813.658	212.0221	1.977804	0.385329	0.0491566	0.443891	0.121623	1.594319	2.151189
366	-2611.542	-2823.622	212.0803	3.751711	0.512641	0.0217204	0.303831	0.161808	1.873986	1.089576
372	-2601.434	-2814.305	212.8708	2.509293	0.450931	0.0373753	0.351646	0.160047	1.876731	1.028711
378	-2613.181	-2825.89	212.709	2.509293	0.309212	0.308433	0.16721	0.215145	2.015074	1.051227
384	-2604.311	-2815.251	210.9398	2.03534	0.230164	0.148285	0.425788	0.195763	1.464596	2.881812
390	-2600.185	-2810.503	210.3185	1.745737	0.201579	0.123755	0.503216	0.17145	1.434388	3.402604
396	-2621.566	-2831.314	209.7486	1.655276	0.406405	0.107858	0.438576	0.0471609	1.465212	3.758767
402	-2609.332	-2820.021	210.6883	2.001523	0.561476	0.079073	0.288224	0.0712275	1.422226	3.073632
408	-2601.221	-2813.317	212.0967	1.910708	0.0952661	0.544115	0.28916	0.0714589	1.794484	2.003898
414	-2602.319	-2812.854	210.5348	2.881725	0.480329	0.128754	0.312587	0.0783304	1.523798	2.745159
420	-2601.637	-2812.817	211.1802	2.815092	0.358549	0.3272	0.25578	0.058471	1.646834	2.291062
426	-2596.435	-2806.553	210.1174	3.550084	0.272024	0.371336	0.290282	0.0663582	1.529016	2.762165
432	-2603.731	-2815.221	211.4896	1.57346	0.328552	0.293965	0.079964	0.297519	1.472289	2.765424
438	-2608.069	-2820.11	212.0418	1.143401	0.283188	0.353556	0.106816	0.25644	1.462391	2.670378
444	-2611.131	-2819.833	208.7019	4.562935	0.314341	0.21279	0.18822	0.28465	1.451609	3.353501
450	-2589.985	-2801.414	211.4287	1.962822	0.154275	0.262465	0.23216	0.351101	1.442784	2.629743
456	-2605.127	-2816.715	211.5879	1.962822	0.188749	0.498845	0.0129635	0.299442	1.442784	2.53104
462	-2606.589	-2817.939	211.3497	2.766173	0.398564	0.0132041	0.0048154	0.583416	1.616233	2.221507
468	-2601.726	-2812.655	210.9296	2.000488	0.371898	0.0137895	0.00502891	0.609284	1.442582	2.917005
474	-2606.449	-2816.805	210.3553	2.701462	0.520182	0.0338088	0.00333056	0.442679	1.447195	2.968635
480	-2613.643	-2824.872	211.228	1.558379	0.391982	0.0404727	0.0376125	0.529933	1.420289	2.963097
486	-2609.439	-2819.815	210.3753	2.040119	0.484259	0.0500004	0.175962	0.289779	1.453706	3.223813
492	-2599.456	-2810.966	211.5101	1.90926	0.28734	0.448654	0.0248848	0.239121	1.488184	2.576626
498	-2601.55	-2813.371	211.8213	1.90926	0.456712	0.271942	0.0310511	0.240295	1.596585	2.312782
504	-2603.984	-2815.481	211.4976	2.364171	0.381493	0.341021	0.0065351	0.27095	1.589937	2.312782
510	-2596.637	-2809.565	212.9283	1.537087	0.467295	0.106911	0.0996708	0.326123	1.630578	1.755022
516	-2589.847	-2802.68	212.8334	1.822024	0.512242	0.117194	0.0130725	0.357492	1.755307	1.566547
522	-2612.785	-2824.689	211.9041	1.971328	0.247638	0.219169	0.0511295	0.482064	1.693783	2.166454
528	-2600.218	-2812.931	212.7137	1.350074	0.210112	0.133396	0.231529	0.424963	1.678623	1.980839
534	-2594.191	-2804.736	210.5444	3.228207	0.246487	0.362828	0.157964	0.23272	1.646004	2.537234
540	-2594.635	-2808.385	213.7496	0.8513949	0.087295	0.399467	0.332466	0.180772	1.714804	1.571035
546	-2603.362	-2816.489	213.1279	1.056746	0.231045	0.250461	0.218624	0.29987	1.760026	1.832284
552	-2595.032	-2806.743	211.7108	2.494682	0.346005	0.258575	0.194622	0.200798	1.668608	2.066332
558	-2586.671	-2797.871	211.1998	2.874692	0.425823	0.0730285	0.251905	0.249243	1.521239	2.33523
564	-2596.266	-2807.4	211.1343	2.93011	0.340373	0.18734	0.237398	0.234889	1.552878	2.33523
570	-2598.983	-2810.304	211.3215	1.219869	0.353373	0.0693277	0.147366	0.429933	1.473439	3.056191
576	-2608.186	-2819.074	210.8874	1.846284	0.316756	0.0485396	0.319334	0.315371	1.305197	3.095656
582	-2606.703	-2814.71	208.0068	7.818486	0.481801	0.0761429	0.157158	0.284898	1.346519	3.095656
588	-2609.38	-2816.726	207.3451	8.474135	0.523228	0.126169	0.279065	0.0715382	1.406165	3.332042
594	-2602.049	-2813.546	211.4966	1.852752	0.404521	0.0464984	0.215752	0.333229	1.555804	2.570222
600	-2615.02	-2827.271	212.2504	1.890475	0.539695	0.0467936	0.102874	0.310638	1.565743	2.063979
606	-2604.324	-2815.346	211.0213	2.097783	0.28401	0.155032	0.32497	0.235987	1.622546	2.707916
612	-2596.764	-2807.608	210.844	2.097783	0.28098	0.164049	0.321502	0.233469	1.466966	2.91044
618	-2589.637	-2801.848	212.211	1.680584	0.212544	0.261241	0.304844	0.221372	1.626758	2.159227
624	-2596.659	-2809.263	212.6032	1.282636	0.308402	0.134434	0.398481	0.158682	1.576259	2.161617
630	-2595.917	-2807.316	211.3992	1.744664	0.374272	0.275358	0.123198	0.227172	1.514422	2.708649
636	-2594.807	-2805.824	211.017	1.94517	0.486732	0.0156885	0.310161	0.187418	1.427951	2.898359
642	-2595.243	-2806.737	211.4944	1.94517	0.488882	0.127217	0.255037	0.128863	1.558937	2.525297
648	-2593.36	-2806.211	212.8512	0.935605	0.245143	0.515657	0.108695	0.130505	1.52266	2.253378
654	-2590.626	-2802.765	212.1397	2.197078	0.118198	0.415805	0.372529	0.0934688	1.710159	1.888922
660	-2591.513	-2805.266	213.7524	0.3750934	0.133173	0.468485	0.293031	0.105311	1.741241	1.888922
666	-2584.324	-2795.685	211.361	2.242347	0.106152	0.273233	0.543144	0.0774702	1.64294	2.419558
672	-2588.407	-2799.74	211.3326	2.636794	0.232452	0.37737	0.193076	0.197103	1.65489	2.260666
678	-2586.18	-2799.7	213.5195	1.182668	0.311109	0.146824	0.448776	0.0932904	1.7413	1.477389
684	-2588.318	-2801.168	212.8505	1.462066	0.182396	0.447614	0.345054	0.0249353	1.694411	1.809715
690	-2587.039	-2799.08	212.0412	1.821499	0.225582	0.213257	0.398486	0.162675	1.812248	2.074911
